project_id,project_title,program,primary_tx,description_excerpt,benefits_excerpt,start_trl_reference_only,end_trl,trl_delta,target_label,split
18350,300C/15 kW power converter with AlGaN/GaN-Si MOS-HFETs for electric propulsion systems,Small Business Innovation Research/Small Business Tech Transfer,TX01.2.2 Electrostatic Propulsion,"Capitalizing on a strong expertise in III-Nitride epitaxy, GaN-Si power device designs, and wide-bandgap power electronics, researchers at GeneSiC Semiconductor propose a SBIR program focused on the development of 15 kW/300C-rated power converters using AlGaN/GaN-Si MOS-HFETs and Schottky rectifiers. The proposed Al...",The technology developed here is fundamental to a wide range of NASA PMAD and motor control applications. Drive and control electronics for motors in the next generation robotic systems such as rovers have to be direc...,4,6,2,Mid,train
94810,300 microWatt Amplifier and Coupler packaging and low power Linearity investigation enabling OST/Lynx Detector Readout - LinearAmp lowPowerOST,Center Independent Research & Development: GSFC IRAD,"TX08.1.4 Microwave, Millimeter Waves, and Submillimeter Waves","LAmPOST will make Linearity measurements on Amplifiers that need to operate at low Power to enable the current instrument concept for Origins Space Telescope ( OST) to operate at 4 degrees Kelvin without self-heating.While operating at these suboptimal bias levels, the amplifiers have been measured for their noise t...",The technological maturity advancement of low noise amplifiers that operate at 300uA or less (power dissipation) is a key assumption of both Origins Space Telescope (OST) and the Lynx Telescope Mission Concepts. This ...,2,2,0,Low,test
33328,360-Degree Analysis Engine for Autonomous NAS Operations and Control,Small Business Innovation Research/Small Business Tech Transfer,TX01.3.1 Integrated Systems and Ancillary Technologies,"NASA researchers have been studying ground-based conflict detection and resolution for at least ten years. Under the tool proposed herein, these researchers will be able to evaluate both the performance impact and the environmental impact. The environmental impact is important for obtaining approval to move the grou...","Aviation consultants, the FAA itself, and other professionals can use this tool to gain a better understanding of the role of autonomous operations in the NAS. Suppose, for example, a UAS manufacturer is considering a...",1,2,1,Low,train
90395,38% Efficient Low-Cost Six-Junction GaAs/InP Solar Cells Using Double Epitaxial Lift-Off,Small Business Innovation Research/Small Business Tech Transfer,TX03.1.1 Photovoltaic Electrical Power,"Double epitaxial lift-off (D-ELO) in conjunction with semiconductor bonding will be leveraged to produce 38% efficient six-junction solar cells. These solar cells will enable optimal performance for future NASA missions that require solar cells with high specific power, high power conversion efficiency, and lower co...","Thin, flexible, high efficiency ELO solar cells are attractive for next-generation spacecraft power and SEP systems. Arrays based on the proposed solar cells will be suitable for NASA missions ranging from near-Earth ...",3,4,1,Mid,train
34039,3-color DPAS Aerosol Absorption Monitor,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"We propose to develop a highly sensitive and compact device to monitor light absorption from atmospheric aerosols simultaneously at three spectral regions, red, green, and blue. The proposed method is primarily based on the differential photoacoustic (DPAS) technique and will also take advantage of the current rapid...","The primary NASA need for this technology is to measure spectrally resolved light absorption by atmospheric aerosols for its Airborne Measurement program. At present, aerosol light absorption is measured by collecting...",2,4,2,Mid,train
89469,3-Color DPAS Aerosol Absorption Monitor,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.1 Detectors and Focal Planes,"We propose to develop a highly sensitive and compact RGB DPAS aerosol absorption monitor for NASA's Airborne Measurement Program. It will measure aerosol light absorption simultaneous at three spectral regions: blue, green and red. The proposed measurement technique takes advantage of the current rapid development o...","The primary NASA need for this technology is to measure spectrally resolved light absorption by atmospheric aerosols for its Airborne Measurement program. At present, aerosol light absorption is measured by collecting...",4,8,4,High,train
13733,3D Additive Construction with Regolith for Surface Systems,Center Innovation Fund: KSC CIF,"TX07.2.2 In Situ Manufacturing, Maintenance, and Repair","Planetary surface exploration on Asteroids, the Moon, Mars and Martian Moons will require the stabilization of loose, fine, dusty regolith to avoid the effects of vertical lander rocket plume impingement, to keep abrasive and harmful dust from getting lofted and for dust free operations. In addition, the same regoli...","3D Additive Fabrication is already planned to be demonstrated on the International Space Station (ISS). Polymer parts will be printed on ISS by Made in Space inc. This will prove the feasibility of ""Massless Explorati...",2,3,1,Low,train
101946,3D Aerosol Backscatter Correlation Lidar Velocimeter for Flight Testing,Small Business Innovation Research/Small Business Tech Transfer,TX15.1.8 Ground and Flight Test Technologies,"AeroMancer Technologies proposes to develop an 3D Airspeed Backscatter Correlation (3D-ABC) lidar velocimeter for in-flight boundary layer flow visualization and airspeed measurement in spatially and temporally resolved 3D flow fields using a rugged, eye-safe, daytime-capable, reliable Infrared (IR) optical device. ...",A remote 3D velocimetry system for in-flight quantitative flow visualization can become an integral part of NASA flight test capabilities. The ability to obtain non-intrusive 3D concurrent airflow maps over a relative...,2,3,1,Low,valid
157713,3D Cloud Reconstruction in Multi-Angle Polarimetry with a Foundation Model,Center Independent Research & Development: GSFC IRAD,TX08.1 Remote Sensing Instruments and Sensors,"Using AI/ML for remote sensing analysis is challenged by the expense of training a neural network (NN) and adapting it to be useful for various measurement types. Foundation models address this by creating a universal NN, only requiring training of a downstream (adaptation) model. Building upon a previously funded I...","Foundation models are highly adaptable and can be applied to multiple datasets. AI/ML techniques are rapidly evolving, so this early-stage innovation IRAD will strengthen GSFC's dominance in the use of AI/ML for remot...",1,3,2,Low,train
4335,3D Constitutive Relations for An Aligned Carbon Nanotube Polymer Nanocomposite as a Function of Morphology,Space Technology Research Grants,TX12.1.1 Lightweight Structural Materials,"Nanostructured polymeric materials are of significant interest for advanced aerospace structures due to their novel mechanical and transport (electrical, thermal, ionic, etc.) properties. The system we intend to study comprises an aligned carbon nanotube (A-CNT) forest embedded in an aerospace-grade unmodified therm...",Mastery of the use of such material will allow for the engineering of highly specialized aerospace structures with precisely specified properties and desirable properties (e.g. strength-to-weight ratio) far in advance...,2,3,1,Low,test
95404,3D Estimation of EVA Suit Posture from Photographs,Center Independent Research & Development: JSC IRAD,TX11.2.3 Human-System Performance Modeling,"Accurate assessments of suit mobility and posture are essential for supporting EVA suit and task design. However, commercial 3-D motion capture systems are cost prohibitive and often not feasible in certain test conditions, such as simulated lunar exploration in outdoor terrain. The goal of this work is to develop a...","A spacesuit imposes constraints to the wearer's mobility, resulting in unique kinematic patterns of the suit and increased musculoskeletal loading to the human body. Understanding spacesuit mobility helps to mitigate ...",3,4,1,Mid,train
93312,3D Flash LIDAR All Weather Safety,Small Business Innovation Research/Small Business Tech Transfer,"TX09.5 Flight Mechanics and GN&C for Entry, Descent, and Safe Precise Landing","ASC has tested the LIDAR in diverse weather conditions (rain and fog) and has created landing maps, but has not done the two simultaneously. A number of algorithms for landing site evaluation have been developed, but none of those algorithms have been evaluated for adverse weather conditions. This effort will allow ...","This sensor will increase the success of NASA operations such as: Rover Mobility and Navigation Topographical Mapping Mars Landed Exploration Exploration of Moons (ALHAT, Jupiter Icy Moons) Asteroid and Comet Rendezvo...",4,6,2,Mid,train
