event_id,project_id,project_title,program,primary_tx,description_excerpt,benefits_excerpt,start_trl_reference_only,end_trl_label_source,target_label,alg1_full_fusion_pred,alg1_full_fusion_confidence,alg2_no_start_pseudo_start_pred,alg2_no_start_pseudo_start_confidence,alg3_rubric_explainable_pred,alg3_rubric_explainable_confidence,alg4_gridsearched_svc_retrieval_pred,alg4_gridsearched_svc_retrieval_confidence,source,deployment_safe_best_by_accuracy,deployment_safe_best_by_macro_f1,upper_bound_with_start_trl
RAW-TEST-0049,116372,Deployable Lunar Hopper,Game Changing Development,TX04.2.2 Above-Surface Mobility,"The lunar deployable hopper project (Hopper) started as a Tipping Point proposal, submitted by Intuitive Machines (IM) in July of 2020. The project was kicked off in March of 2021. The project successfully developed, assembled, tested and operated a small r...","A deployable robotic hopper (𝐭Nova) will provide access to extreme locations and environments not accessible by humans in EVA suits, rovers, or other technologies. 𝐭Nova is enab...",5,7,High,High,0.5389,High,0.5088,High,0.5809,Mid,0.7144,raw_excel_test_split,Mid,High,High
RAW-TEST-0050,11710,Advanced Ground Systems Maintenance Anomaly Detection,Exploration Ground Systems,"TX13.4.5 Operations, Health, and Maintenance for Ground and Surface Systems","The Inductive Monitoring System (IMS) software utilizes techniques from the fields of model-based reasoning, machine learning, and data mining to build system monitoring knowledge bases from archived or simulated sensor data. Unlike some other machine learn...","Anomaly Detection can lead to early intervention, prevent further system damage, and reduce remediation cost and effort. Additional information would be provided to the console ...",7,9,High,High,0.57,High,0.459,Mid,0.9333,Mid,0.5969,raw_excel_test_split,Mid,High,High
RAW-TEST-0051,117210,Sun Coronal Ejection Tracker - JPL,Heliophysics Flight Opportunities in Research & Technology,TX08 Sensors and Instruments,Objectives: The Sun Coronal Ejection Tracker (SunCET) CubeSat fills a crucial gap in the Heliophysics System Observatory (HSO). Coronal Mass Ejections (CMEs) accelerate through the low and middle corona (≤4 solar radii) – corresponding exactly to a longstan...,Enabling lower cost innovative remote sensing instrument development from concept through breadboard and demonstration,6,9,High,High,0.6515,High,0.563,High,0.6073,Mid,0.5364,raw_excel_test_split,Mid,High,High
RAW-TEST-0052,117453,Lunar Surface Mixed Reality Trainer YEAR 3,Center Innovation Fund: JSC CIF,TX07.3.3 Training,"This Artemis focused Mixed Reality (MR) and ARGOS project will extend the current VR/ARGOS CIF project another year to enhance and add VR/MR capabilities to support analysis, training and risk reduction for lunar surface EVA operations in the extreme South ...","This Artemis focused Mixed Reality (MR) and ARGOS project aims to provide a digital representation of the lunar south pole for risk reduction, training and engineering design ev...",6,7,High,High,0.5391,Mid,0.5004,Mid,0.9258,Mid,0.7428,raw_excel_test_split,Mid,Mid,High
RAW-TEST-0053,11772,Disruption Tolerant Networking,Mars Campaign Office,TX05.3.1 Disruption Tolerant Networking,"Traditionally, space communication systems have relied on dedicated point-to-point or single-hop relay links. Such links are not always available, often have long time delays, and are limited in number. A networked communication architecture is desired to s...",Improved Operations and Situational Awareness: The DTN store-and-forward mechanism along with automatic re-transmission provides more insight into events during communication ou...,6,8,High,High,0.6117,High,0.6325,High,0.5872,Mid,0.5356,raw_excel_test_split,Mid,High,High
RAW-TEST-0054,11843,Advanced Rapid Imaging & Analysis for Monitoring Hazards,Advanced Information Systems Technology,TX11.4.2 Intelligent Data Understanding,"This project will develop a hybrid cloud-based data system that automated monitoring, processing, and elastic usage. It will integrate InSAR and GPA data product for dazard mintoring. It will also leverage and geographically optimize cloud-based processing,...",nan,3,7,High,Mid,0.7661,Mid,0.641,Mid,0.5138,Mid,0.8448,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0055,12032,Computational Design of Ageless Materials,Center Innovation Fund: LaRC CIF,TX12.4.1 Manufacturing Processes,"The focus of this project is to link microstructure, mechanical performance, and processing of additively manufactured titanium alloys. Ultimately, linking such material attributes would permit alloy design (e.g., mechanical performance) by prescribing allo...",This technology would simultaneously allow development of higher-performing alloys and permit more efficient use of materials.,5,9,High,High,0.5299,Low,0.8526,Low,0.9835,Low,0.7538,raw_excel_test_split,Low,Low,High
RAW-TEST-0056,12070,Machine Vision Automation for Ground Control Tele-Robotics,Center Innovation Fund: JSC CIF,TX10.2.4 Execution and Control,This project seeks to advance ground based tele-robotic capabilities with the development of natural feature target tracking technology with the use of machine vision. The machine vision technology will be applied to Mobile Servicing System (MSS) Ground Con...,"Proof-of-concept: Demonstrate the value of providing machine vision generated solutions versus operator derived solutions with respect to interpreting grapple, grasp, and ORU in...",5,7,High,Mid,0.5298,Low,0.5645,Low,0.8346,Mid,0.5435,raw_excel_test_split,Mid,Low,Mid
RAW-TEST-0057,12086,Follow-On Shaft Seal Evaluation for Future OMS Engine Series Valve Derivations,Center Innovation Fund: JSC CIF,,The objective of this project is to characterize/determine the conditions under which propellant vapor migrates/permeates past the Orbital Maneuvering Subsystem Engine (OMS-E) series valve ball valve pinion shaft seals into the series valve actuators. Initi...,Understanding conditions associated with OMS-E series valve shaft seal leakage will be beneficial to MPCV Program. The MPCV mission duty cycle will differ from that of the Space...,9,9,High,High,0.5257,High,0.4029,High,0.6112,Mid,0.7009,raw_excel_test_split,Mid,High,High
RAW-TEST-0058,12113,Microgravity Multi-Phase Flow Experiment for Suborbital Testing (MFEST),Center Innovation Fund: JSC CIF,TX12.3.5 Certification Methods,"The primary objective is to conduct a pathfinder, suborbital flight experiment for two-phase fluid flow and separator operations.The primary purpose of this test program is to verify functional operations of a multi-phase flow system and unique separator fo...","The Glenn Research Center (GRC) is using this type of separator for the Packed Bed Reactor Experiment (PBRE) being developed for ISS experimentation, with an ISS flight planned ...",4,7,High,High,0.5475,Low,0.343,Mid,0.5727,Mid,0.5141,raw_excel_test_split,Mid,Low,High
RAW-TEST-0059,12180,Validation of a Fine Water Mist Fire Extinguisher,Flight Opportunities,"TX06.4.2 Fire Detection, Suppression, and Recovery",For the past five years ADA Technologies has been developing and refining a portable fire extinguisher (PFE) for use in microgravity environments. This technology uses fine water mist (FWM) to effectively and efficiently extinguish fires that are representa...,No information available.,4,7,High,Mid,0.6613,Mid,0.6497,Mid,0.98,Mid,0.8924,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0060,12181,Cryocooler Vibrational Characterization,Flight Opportunities,TX01.2.2 Electrostatic Propulsion,"The Variable Specific Impulse Magnetoplasma Rocket (VASIMR) VF-200 is scheduled to fly onboard the International Space Station (ISS) in 2014. The VF-200 is a high-power, 200 kW, plasma rocket prototype that will be used to demonstrate and validate key VASIM...",nduction cooled cryocooler systems are needed for spaceflight applications such as superconducting magnets used in VASIMR. Cryocooler vibrations when operated to reach temperatu...,4,7,High,Mid,0.6006,Mid,0.5326,Mid,0.8675,Mid,0.8364,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0061,12257,Structural Dynamics Test of Spiral Tube Actuator for Controlled Extension / Retraction (STACER) Antenna Deployment in...,Flight Opportunities,TX05.2.6 Innovative Antennas,The Trapped Energetic Radiation Satellite (TERSat) is an MIT satellite program sponsored by the AFRL University Nanosatellite program. The goal of TERSat is to understand how Very Low Frequency (VLF) waves interact with radiation particles and how VLF waves...,The TERSat system will support AFRL and NASA users and scientists at MIT and Stanford.,4,7,High,Mid,0.7121,Mid,0.6402,Mid,0.8227,Mid,0.7846,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0062,125304,ARADISS: Adaptive Real-Time Anomaly Detection & Identification For Space Systems,Small Business Innovation Research/Small Business Tech Transfer,TX12.1.2 Computational Materials,"Space missions continue to increase in number, complexity, and time & cost constraints. To lead technological advancements and successfully execute these missions, NASA desires new & robust onboard automated fault management technologies that address the fu...",The US accounts for 74% of the global investment in space exploration. It is expected to grow to over $20B by 2027 from $14.6B in 2017. 63% of the planned 80 space missions over...,4,7,High,Mid,0.6453,Mid,0.5129,Mid,0.7034,Mid,0.7134,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0063,125317,"ELAS, Electric Lift Augmenting Slats",Small Business Innovation Research/Small Business Tech Transfer,TX01.3.8 All-Electric Propulsion,Electric Lift Augmenting Slats (ELAS) is a combination of leading-edge slats and a series of small electric ducted fans (EDFs) accelerating the air in the gap between the slat and the main body wing airfoil. The ELAS Concept provides: JATO-like (Jet Assiste...,Potential applications within NASA include humanitarian aid delivery via aircraft requiring STOL capability; development of a low-cost aerial vehicle for exploration and transpo...,3,7,High,Mid,0.5735,Mid,0.3734,Mid,0.8546,Mid,0.583,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-0064,125326,"High-Repetition-Rate, Narrow-Linewidth Burst-Mode Optical Parametric Oscillator for High-Speed Flow and Combustion Di...",Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"NASA large ground test facilities, including transonic, supersonic and hypersonic wind tunnels, provide critical data and fundamental insight required to understand complex phenomena and support the advancement of computational tools for modeling and simula...",This effort will provide new 1-MHz rate instrumentation capabilities and methodologies for tracking turbulence evolution that is required as inputs to model and predict complica...,4,7,High,High,0.5174,Mid,0.4892,High,0.6009,Mid,0.7627,raw_excel_test_split,Mid,Mid,High
RAW-TEST-0065,125349,Polishing of X-Ray Optics,Small Business Innovation Research/Small Business Tech Transfer,TX08.2.1 Mirror Systems,"Manufacturing grazing incidence x-ray mirrors costs between $4 to $6 million per square meter of optical surface area. To reduce the cost of making x-ray mirrors, NASA is seeking manufacturing solutions to aid in cost reduction factors of 5 to 50 times. One...","The proposed system will benefit all projects using x-ray shells and mandrels, both cylindrical and segments that fit within the working envelope that the proposed hardware is i...",2,7,High,Low,0.5144,Mid,0.4328,Mid,0.5227,Mid,0.7097,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-0066,125459,Commercialization of Autonomous Drone-based Aircraft Inspection,Small Business Innovation Research/Small Business Tech Transfer,"TX13.4.5 Operations, Health, and Maintenance for Ground and Surface Systems","Near Earth Autonomy, in partnership with Boeing and AEI, a US venture capital firm, proposes a bold step in the digital representation of aircraft by commercializing a drone-based inspection method for commercial aircraft. Digital Engineering promises to tr...","We note 3 potential NASA applications. First is the development of technologies for automated inspection, maintenance and repair needed for maintenance of launch vehicles. Our d...",5,8,High,High,0.598,High,0.517,Mid,0.9258,Mid,0.5835,raw_excel_test_split,Mid,High,High
